Fecha;TCC;TCV;TCPP;Compra oficial;Venta oficial;
15-sep-13;6,8514;6,9681;6,8955;6,86;6,96;
16-sep-13;6,8941;6,9686;6,9260;6,86;6,96;
17-sep-13;6,8908;6,9687;6,9417;6,86;6,96;
18-sep-13;6,9003;6,9692;6,9319;6,86;6,96;
19-sep-13;6,8694;6,9679;6,9353;6,86;6,96;
20-sep-13;6,8711;6,9681;6,9234;6,86;6,96;
21-sep-13;6,8583;6,9697;6,9214;6,86;6,96;
22-sep-13;6,8510;6,9672;6,8949;6,86;6,96;
23-sep-13;6,9380;6,9690;6,9512;6,86;6,96;
24-sep-13;6,8935;6,9692;6,9480;6,86;6,96;
25-sep-13;6,8901;6,9696;6,9455;6,86;6,96;
26-sep-13;6,9128;6,9693;6,9408;6,86;6,96;
27-sep-13;6,9088;6,9689;6,9367;6,86;6,96;
28-sep-13;6,8749;6,9696;6,9281;6,86;6,96;
29-sep-13;6,8511;6,9669;6,8861;6,86;6,96;
30-sep-13;6,9006;6,9696;6,9420;6,86;6,96;
1-oct-13;6,9136;6,9698;6,9402;6,86;6,96;
2-oct-13;6,8873;6,9696;6,9376;6,86;6,96;
3-oct-13;6,9130;6,9664;6,9416;6,86;6,96;
4-oct-13;6,8871;6,9671;6,9393;6,86;6,96;
5-oct-13;6,8689;6,9694;6,9249;6,86;6,96;
6-oct-13;6,8509;6,9640;6,8857;6,86;6,96;
7-oct-13;6,9017;6,9676;6,9366;6,86;6,96;
8-oct-13;6,9025;6,9690;6,9339;6,86;6,96;
9-oct-13;6,9297;6,9692;6,9424;6,86;6,96;
10-oct-13;6,9314;6,9657;6,9442;6,86;6,96;
11-oct-13;6,9139;6,9696;6,9399;6,86;6,96;
12-oct-13;6,8610;6,9698;6,9249;6,86;6,96;
13-oct-13;6,8519;6,9682;6,8910;6,86;6,96;
14-oct-13;6,8770;6,9672;6,9347;6,86;6,96;
15-oct-13;6,8931;6,9690;6,9304;6,86;6,96;
16-oct-13;6,8905;6,9677;6,9416;6,86;6,96;
17-oct-13;6,9090;6,9677;6,9386;6,86;6,96;
18-oct-13;6,9050;6,9690;6,9368;6,86;6,96;
19-oct-13;6,8731;6,9693;6,9273;6,86;6,96;
20-oct-13;6,8508;6,9686;6,9046;6,86;6,96;
21-oct-13;6,8911;6,9691;6,9381;6,86;6,96;
22-oct-13;6,9045;6,9682;6,9310;6,86;6,96;
23-oct-13;6,8966;6,9694;6,9318;6,86;6,96;
24-oct-13;6,8950;6,9675;6,9400;6,86;6,96;
25-oct-13;6,8912;6,9689;6,9322;6,86;6,96;
26-oct-13;6,8583;6,9687;6,9265;6,86;6,96;
27-oct-13;6,8518;6,9697;6,8945;6,86;6,96;
28-oct-13;6,8965;6,9692;6,9368;6,86;6,96;
29-oct-13;6,9387;6,9681;6,9493;6,86;6,96;
30-oct-13;6,8997;6,9696;6,9385;6,86;6,96;
31-oct-13;6,9040;6,9696;6,9427;6,86;6,96;
1-nov-13;6,8850;6,9693;6,9374;6,86;6,96;
2-nov-13;6,8537;6,9668;6,8807;6,86;6,96;
3-nov-13;6,8511;6,9671;6,8873;6,86;6,96;
4-nov-13;6,8742;6,9698;6,9378;6,86;6,96;
5-nov-13;6,8830;6,9697;6,9419;6,86;6,96;
6-nov-13;6,9036;6,9689;6,9349;6,86;6,96;
7-nov-13;6,9023;6,9695;6,9382;6,86;6,96;
8-nov-13;6,9396;6,9686;6,9509;6,86;6,96;
9-nov-13;6,8681;6,9696;6,9307;6,86;6,96;
10-nov-13;6,8523;6,9693;6,8945;6,86;6,96;
11-nov-13;6,9004;6,9693;6,9392;6,86;6,96;
12-nov-13;6,8924;6,9692;6,9296;6,86;6,96;
13-nov-13;6,9079;6,9691;6,9350;6,86;6,96;
14-nov-13;6,8920;6,9689;6,9373;6,86;6,96;
15-nov-13;6,9209;6,9690;6,9416;6,86;6,96;
16-nov-13;6,8617;6,9691;6,9325;6,86;6,96;
17-nov-13;6,8512;6,9700;6,8907;6,86;6,96;
18-nov-13;6,8889;6,9660;6,9368;6,86;6,96;
19-nov-13;6,9108;6,9670;6,9437;6,86;6,96;
20-nov-13;6,8822;6,9695;6,9410;6,86;6,96;
21-nov-13;6,8927;6,9693;6,9425;6,86;6,96;
22-nov-13;6,9020;6,9669;6,9411;6,86;6,96;
23-nov-13;6,8528;6,9691;6,9299;6,86;6,96;
24-nov-13;6,8514;6,9670;6,8960;6,86;6,96;
25-nov-13;6,9176;6,9695;6,9476;6,86;6,96;
26-nov-13;6,8925;6,9678;6,9395;6,86;6,96;
27-nov-13;6,9229;6,9690;6,9423;6,86;6,96;
28-nov-13;6,9064;6,9696;6,9481;6,86;6,96;
29-nov-13;6,8905;6,9693;6,9410;6,86;6,96;
30-nov-13;6,8556;6,9698;6,9421;6,86;6,96;
1-dic-13;6,8520;6,9693;6,9181;6,86;6,96;
2-dic-13;6,8881;6,9674;6,9367;6,86;6,96;
3-dic-13;6,9150;6,9692;6,9388;6,86;6,96;
4-dic-13;6,9042;6,9696;6,9489;6,86;6,96;
5-dic-13;6,9322;6,9697;6,9516;6,86;6,96;
6-dic-13;6,9312;6,9694;6,9487;6,86;6,96;
7-dic-13;6,8672;6,9692;6,9361;6,86;6,96;
8-dic-13;6,8518;6,9696;6,9051;6,86;6,96;
9-dic-13;6,9567;6,9678;6,9602;6,86;6,96;
10-dic-13;6,9397;6,9660;6,9520;6,86;6,96;
11-dic-13;6,9255;6,9673;6,9460;6,86;6,96;
12-dic-13;6,9456;6,9693;6,9553;6,86;6,96;
13-dic-13;6,8925;6,9689;6,9291;6,86;6,96;
14-dic-13;6,8525;6,9697;6,9345;6,86;6,96;
15-dic-13;6,8509;6,9687;6,8908;6,86;6,96;
16-dic-13;6,9260;6,9695;6,9371;6,86;6,96;
17-dic-13;6,9249;6,9698;6,9489;6,86;6,96;
18-dic-13;6,9285;6,9694;6,9484;6,86;6,96;
19-dic-13;6,9232;6,9673;6,9403;6,86;6,96;
20-dic-13;6,9072;6,9695;6,9397;6,86;6,96;
21-dic-13;6,8608;6,9695;6,9363;6,86;6,96;
22-dic-13;6,8508;6,9683;6,8997;6,86;6,96;
23-dic-13;6,8917;6,9695;6,9443;6,86;6,96;
24-dic-13;6,8927;6,9629;6,9456;6,86;6,96;
25-dic-13;6,8843;6,9586;6,9097;6,86;6,96;
26-dic-13;6,9351;6,9691;6,9531;6,86;6,96;
27-dic-13;6,9034;6,9695;6,9508;6,86;6,96;
28-dic-13;6,8522;6,9698;6,9471;6,86;6,96;
29-dic-13;6,8508;6,9674;6,8925;6,86;6,96;
30-dic-13;6,9061;6,9687;6,9419;6,86;6,96;
31-dic-13;6,8992;6,9697;6,9453;6,86;6,96;
1-ene-14;6,8634;6,9643;6,8940;6,86;6,96;
2-ene-14;6,9111;6,9697;6,9442;6,86;6,96;
3-ene-14;6,9269;6,9699;6,9512;6,86;6,96;
4-ene-14;6,8562;6,9697;6,9396;6,86;6,96;
5-ene-14;6,8511;6,9690;6,8952;6,86;6,96;
6-ene-14;6,8956;6,9697;6,9441;6,86;6,96;
7-ene-14;6,9070;6,9698;6,9539;6,86;6,96;
8-ene-14;6,9053;6,9698;6,9496;6,86;6,96;
9-ene-14;6,9256;6,9667;6,9488;6,86;6,96;
10-ene-14;6,8913;6,9697;6,9451;6,86;6,96;
11-ene-14;6,8543;6,9696;6,9366;6,86;6,96;
12-ene-14;6,8527;6,9692;6,8969;6,86;6,96;
13-ene-14;6,9506;6,9696;6,9612;6,86;6,96;
14-ene-14;6,9057;6,9687;6,9440;6,86;6,96;
15-ene-14;6,9490;6,9698;6,9588;6,86;6,96;
16-ene-14;6,9020;6,9699;6,9425;6,86;6,96;
17-ene-14;6,9194;6,9699;6,9463;6,86;6,96;
18-ene-14;6,8632;6,9695;6,9425;6,86;6,96;
19-ene-14;6,8521;6,9688;6,8939;6,86;6,96;
20-ene-14;6,8762;6,9695;6,9421;6,86;6,96;
21-ene-14;6,9333;6,9696;6,9493;6,86;6,96;
22-ene-14;6,8633;6,9698;6,9505;6,86;6,96;
23-ene-14;6,9063;6,9689;6,9414;6,86;6,96;
24-ene-14;6,9225;6,9694;6,9421;6,86;6,96;
25-ene-14;6,8688;6,9694;6,9358;6,86;6,96;
26-ene-14;6,8510;6,9677;6,8883;6,86;6,96;
27-ene-14;6,9012;6,9689;6,9474;6,86;6,96;
28-ene-14;6,9202;6,9692;6,9455;6,86;6,96;
29-ene-14;6,9130;6,9694;6,9447;6,86;6,96;
30-ene-14;6,9035;6,9699;6,9433;6,86;6,96;
31-ene-14;6,9038;6,9698;6,9434;6,86;6,96;
1-feb-14;6,8560;6,9675;6,9423;6,86;6,96;
2-feb-14;6,8509;6,9670;6,8998;6,86;6,96;
3-feb-14;6,9391;6,9683;6,9539;6,86;6,96;
4-feb-14;6,8858;6,9693;6,9386;6,86;6,96;
5-feb-14;6,8947;6,9699;6,9483;6,86;6,96;
6-feb-14;6,9607;6,9683;6,9632;6,86;6,96;
7-feb-14;6,9003;6,9691;6,9467;6,86;6,96;
8-feb-14;6,8566;6,9697;6,9353;6,86;6,96;
9-feb-14;6,8515;6,9685;6,8942;6,86;6,96;
10-feb-14;6,9111;6,9685;6,9458;6,86;6,96;
11-feb-14;6,8820;6,9695;6,9414;6,86;6,96;
12-feb-14;6,9515;6,9698;6,9578;6,86;6,96;
13-feb-14;6,8786;6,9692;6,9367;6,86;6,96;
14-feb-14;6,9151;6,9698;6,9420;6,86;6,96;
15-feb-14;6,8691;6,9694;6,9334;6,86;6,96;
16-feb-14;6,8514;6,9698;6,9056;6,86;6,96;
17-feb-14;6,8916;6,9669;6,9392;6,86;6,96;
18-feb-14;6,9480;6,9696;6,9558;6,86;6,96;
19-feb-14;6,8984;6,9697;6,9428;6,86;6,96;
20-feb-14;6,9425;6,9696;6,9552;6,86;6,96;
21-feb-14;6,9260;6,9693;6,9462;6,86;6,96;
22-feb-14;6,8591;6,9693;6,9368;6,86;6,96;
23-feb-14;6,8510;6,9686;6,8918;6,86;6,96;
24-feb-14;6,9008;6,9693;6,9464;6,86;6,96;
25-feb-14;6,9182;6,9675;6,9458;6,86;6,96;
26-feb-14;6,9244;6,9697;6,9511;6,86;6,96;
27-feb-14;6,9079;6,9699;6,9466;6,86;6,96;
28-feb-14;6,8989;6,9692;6,9396;6,86;6,96;
1-mar-14;6,8597;6,9698;6,9360;6,86;6,96;
2-mar-14;6,8502;6,9689;6,8846;6,86;6,96;
3-mar-14;6,8500;6,9551;6,8846;6,86;6,96;
4-mar-14;6,8500;6,9653;6,9057;6,86;6,96;
5-mar-14;6,9120;6,9694;6,9409;6,86;6,96;
6-mar-14;6,9099;6,9699;6,9464;6,86;6,96;
7-mar-14;6,8880;6,9698;6,9374;6,86;6,96;
8-mar-14;6,8549;6,9698;6,9345;6,86;6,96;
9-mar-14;6,8505;6,9639;6,8854;6,86;6,96;
10-mar-14;6,9099;6,9697;6,9467;6,86;6,96;
11-mar-14;6,8859;6,9693;6,9479;6,86;6,96;
12-mar-14;6,9612;6,9699;6,9626;6,86;6,96;
13-mar-14;6,9138;6,9660;6,9404;6,86;6,96;
14-mar-14;6,8922;6,9696;6,9473;6,86;6,96;
15-mar-14;6,8652;6,9699;6,9372;6,86;6,96;
16-mar-14;6,8512;6,9679;6,8966;6,86;6,96;
17-mar-14;6,8927;6,9697;6,9374;6,86;6,96;
18-mar-14;6,8972;6,9696;6,9416;6,86;6,96;
19-mar-14;6,9142;6,9667;6,9446;6,86;6,96;
20-mar-14;6,9266;6,9667;6,9490;6,86;6,96;
21-mar-14;6,9095;6,9691;6,9373;6,86;6,96;
22-mar-14;6,8832;6,9692;6,9317;6,86;6,96;
23-mar-14;6,8506;6,9656;6,8850;6,86;6,96;
24-mar-14;6,9011;6,9693;6,9444;6,86;6,96;
25-mar-14;6,9267;6,9696;6,9499;6,86;6,96;
26-mar-14;6,9231;6,9694;6,9398;6,86;6,96;
27-mar-14;6,8982;6,9692;6,9476;6,86;6,96;
28-mar-14;6,8958;6,9698;6,9409;6,86;6,96;
29-mar-14;6,8611;6,9696;6,9344;6,86;6,96;
30-mar-14;6,8506;6,9686;6,8895;6,86;6,96;
31-mar-14;6,9067;6,9697;6,9468;6,86;6,96;
1-abr-14;6,8968;6,9696;6,9409;6,86;6,96;
2-abr-14;6,9118;6,9699;6,9480;6,86;6,96;
3-abr-14;6,9121;6,9689;6,9439;6,86;6,96;
4-abr-14;6,9056;6,9617;6,9413;6,86;6,96;
5-abr-14;6,8632;6,9697;6,9347;6,86;6,96;
6-abr-14;6,8512;6,9681;6,8877;6,86;6,96;
7-abr-14;6,9197;6,9682;6,9377;6,86;6,96;
8-abr-14;6,9200;6,9671;6,9465;6,86;6,96;
9-abr-14;6,8916;6,9693;6,9395;6,86;6,96;
10-abr-14;6,9108;6,9685;6,9518;6,86;6,96;
11-abr-14;6,9162;6,9696;6,9461;6,86;6,96;
12-abr-14;6,8743;6,9699;6,9342;6,86;6,96;
13-abr-14;6,8509;6,9504;6,8870;6,86;6,96;
14-abr-14;6,9366;6,9695;6,9482;6,86;6,96;
15-abr-14;6,9113;6,9697;6,9365;6,86;6,96;
16-abr-14;6,9193;6,9697;6,9436;6,86;6,96;
17-abr-14;6,9140;6,9698;6,9380;6,86;6,96;
18-abr-14;6,8611;6,9697;6,9395;6,86;6,96;
19-abr-14;6,8588;6,9697;6,9331;6,86;6,96;
20-abr-14;6,8508;6,9693;6,9264;6,86;6,96;
21-abr-14;6,9047;6,9699;6,9425;6,86;6,96;
22-abr-14;6,9122;6,9699;6,9444;6,86;6,96;
23-abr-14;6,9041;6,9697;6,9282;6,86;6,96;
24-abr-14;6,9028;6,9681;6,9387;6,86;6,96;
25-abr-14;6,8903;6,9699;6,9334;6,86;6,96;
26-abr-14;6,8590;6,9699;6,9157;6,86;6,96;
27-abr-14;6,8512;6,9660;6,8963;6,86;6,96;
28-abr-14;6,9079;6,9693;6,9417;6,86;6,96;
29-abr-14;6,9030;6,9698;6,9324;6,86;6,96;
30-abr-14;6,8938;6,9695;6,9403;6,86;6,96;
1-may-14;6,8627;6,9688;6,8910;6,86;6,96;
2-may-14;6,8975;6,9635;6,9349;6,86;6,96;
3-may-14;6,8595;6,9698;6,9308;6,86;6,96;
4-may-14;6,8510;6,9684;6,8930;6,86;6,96;
5-may-14;6,8967;6,9694;6,9388;6,86;6,96;
6-may-14;6,8794;6,9698;6,9442;6,86;6,96;
7-may-14;6,9095;6,9697;6,9423;6,86;6,96;
8-may-14;6,9098;6,9686;6,9400;6,86;6,96;
9-may-14;6,9306;6,9688;6,9446;6,86;6,96;
10-may-14;6,8692;6,9699;6,9346;6,86;6,96;
11-may-14;6,8510;6,9660;6,9030;6,86;6,96;
12-may-14;6,8929;6,9698;6,9406;6,86;6,96;
13-may-14;6,8864;6,9699;6,9434;6,86;6,96;
14-may-14;6,8990;6,9698;6,9371;6,86;6,96;
15-may-14;6,8862;6,9695;6,9327;6,86;6,96;
16-may-14;6,9042;6,9686;6,9388;6,86;6,96;
17-may-14;6,8534;6,9699;6,9320;6,86;6,96;
18-may-14;6,8512;6,9696;6,8988;6,86;6,96;
19-may-14;6,8822;6,9686;6,9311;6,86;6,96;
20-may-14;6,8887;6,9691;6,9315;6,86;6,96;
21-may-14;6,9057;6,9695;6,9408;6,86;6,96;
22-may-14;6,9172;6,9693;6,9406;6,86;6,96;
23-may-14;6,8891;6,9699;6,9431;6,86;6,96;
24-may-14;6,8719;6,9699;6,9306;6,86;6,96;
25-may-14;6,8504;6,9684;6,8807;6,86;6,96;
26-may-14;6,8649;6,9696;6,9440;6,86;6,96;
27-may-14;6,9072;6,9698;6,9484;6,86;6,96;
28-may-14;6,8932;6,9684;6,9375;6,86;6,96;
29-may-14;6,9023;6,9697;6,9424;6,86;6,96;
30-may-14;6,8846;6,9676;6,9370;6,86;6,96;
31-may-14;6,8831;6,9699;6,9411;6,86;6,96;
1-jun-14;6,8503;6,9676;6,8939;6,86;6,96;
2-jun-14;6,8868;6,9695;6,9383;6,86;6,96;
3-jun-14;6,9363;6,9502;6,9416;6,86;6,96;
4-jun-14;6,8945;6,9681;6,9381;6,86;6,96;
5-jun-14;6,8926;6,9697;6,9316;6,86;6,96;
6-jun-14;6,8838;6,9696;6,9439;6,86;6,96;
7-jun-14;6,8596;6,9699;6,9332;6,86;6,96;
8-jun-14;6,8504;6,9683;6,8867;6,86;6,96;
9-jun-14;6,8843;6,9699;6,9378;6,86;6,96;
10-jun-14;6,9244;6,9690;6,9422;6,86;6,96;
11-jun-14;6,8993;6,9698;6,9365;6,86;6,96;
12-jun-14;6,9074;6,9697;6,9399;6,86;6,96;
13-jun-14;6,9052;6,9676;6,9355;6,86;6,96;
14-jun-14;6,8659;6,9698;6,9315;6,86;6,96;
15-jun-14;6,8517;6,9696;6,9072;6,86;6,96;
16-jun-14;6,9071;6,9695;6,9340;6,86;6,96;
17-jun-14;6,8875;6,9697;6,9372;6,86;6,96;
18-jun-14;6,9070;6,9692;6,9367;6,86;6,96;
19-jun-14;6,8594;6,9681;6,9068;6,86;6,96;
20-jun-14;6,8926;6,9687;6,9246;6,86;6,96;
21-jun-14;6,8570;6,9680;6,9006;6,86;6,96;
22-jun-14;6,8505;6,9675;6,8940;6,86;6,96;
23-jun-14;6,8830;6,9696;6,9376;6,86;6,96;
24-jun-14;6,8978;6,9697;6,9433;6,86;6,96;
25-jun-14;6,8847;6,9696;6,9370;6,86;6,96;
26-jun-14;6,9043;6,9695;6,9289;6,86;6,96;
27-jun-14;6,8963;6,9697;6,9475;6,86;6,96;
28-jun-14;6,8607;6,9698;6,9300;6,86;6,96;
29-jun-14;6,8515;6,9698;6,8876;6,86;6,96;
30-jun-14;6,8801;6,9695;6,9329;6,86;6,96;
1-jul-14;6,8804;6,9696;6,9356;6,86;6,96;
2-jul-14;6,9064;6,9692;6,9301;6,86;6,96;
3-jul-14;6,8939;6,9697;6,9410;6,86;6,96;
4-jul-14;6,8844;6,9699;6,9476;6,86;6,96;
5-jul-14;6,8526;6,9697;6,9370;6,86;6,96;
6-jul-14;6,8508;6,9687;6,8921;6,86;6,96;
7-jul-14;6,8985;6,9694;6,9337;6,86;6,96;
8-jul-14;6,8944;6,9661;6,9266;6,86;6,96;
9-jul-14;6,9023;6,9691;6,9298;6,86;6,96;
10-jul-14;6,8817;6,9697;6,9317;6,86;6,96;
11-jul-14;6,8829;6,9699;6,9419;6,86;6,96;
12-jul-14;6,8535;6,9693;6,9313;6,86;6,96;
13-jul-14;6,8509;6,9647;6,8965;6,86;6,96;
14-jul-14;6,8880;6,9697;6,9318;6,86;6,96;
15-jul-14;6,8792;6,9688;6,9319;6,86;6,96;
16-jul-14;6,9050;6,9700;6,9288;6,86;6,96;
17-jul-14;6,8833;6,9698;6,9218;6,86;6,96;
18-jul-14;6,8829;6,9698;6,9353;6,86;6,96;
19-jul-14;6,8552;6,9695;6,9323;6,86;6,96;
20-jul-14;6,8505;6,9692;6,9069;6,86;6,96;
21-jul-14;6,8891;6,9697;6,9214;6,86;6,96;
22-jul-14;6,9116;6,9694;6,9366;6,86;6,96;
23-jul-14;6,8678;6,9687;6,8809;6,86;6,96;
24-jul-14;6,8630;6,9696;6,9138;6,86;6,96;
25-jul-14;6,8885;6,9698;6,9479;6,86;6,96;
26-jul-14;6,8700;6,9699;6,9297;6,86;6,96;
27-jul-14;6,8511;6,9695;6,8852;6,86;6,96;
28-jul-14;6,8795;6,9699;6,9079;6,86;6,96;
29-jul-14;6,8903;6,9688;6,9405;6,86;6,96;
30-jul-14;6,8899;6,9667;6,9321;6,86;6,96;
31-jul-14;6,8669;6,9692;6,9233;6,86;6,96;
1-ago-14;6,8874;6,9695;6,9461;6,86;6,96;
2-ago-14;6,8527;6,9699;6,9324;6,86;6,96;
3-ago-14;6,8505;6,9694;6,8913;6,86;6,96;
4-ago-14;6,8881;6,9691;6,9390;6,86;6,96;
5-ago-14;6,8812;6,9679;6,9329;6,86;6,96;
6-ago-14;6,8608;6,9681;6,9241;6,86;6,96;
7-ago-14;6,8867;6,9696;6,9506;6,86;6,96;
8-ago-14;6,8873;6,9698;6,9384;6,86;6,96;
9-ago-14;6,8732;6,9694;6,9300;6,86;6,96;
10-ago-14;6,8509;6,9698;6,8921;6,86;6,96;
11-ago-14;6,8842;6,9697;6,9321;6,86;6,96;
12-ago-14;6,8772;6,9678;6,9209;6,86;6,96;
13-ago-14;6,8783;6,9681;6,9379;6,86;6,96;
14-ago-14;6,8838;6,9695;6,9266;6,86;6,96;
15-ago-14;6,8798;6,9693;6,9281;6,86;6,96;
16-ago-14;6,8527;6,9695;6,9253;6,86;6,96;
17-ago-14;6,8507;6,9661;6,8962;6,86;6,96;
18-ago-14;6,8748;6,9682;6,9388;6,86;6,96;
19-ago-14;6,8699;6,9683;6,9256;6,86;6,96;
20-ago-14;6,8764;6,9699;6,9061;6,86;6,96;
21-ago-14;6,8777;6,9699;6,9375;6,86;6,96;
22-ago-14;6,8762;6,9698;6,9344;6,86;6,96;
23-ago-14;6,8540;6,9700;6,9343;6,86;6,96;
24-ago-14;6,8513;6,9673;6,8830;6,86;6,96;
25-ago-14;6,8863;6,9696;6,9434;6,86;6,96;
26-ago-14;6,8833;6,9694;6,9284;6,86;6,96;
27-ago-14;6,9055;6,9693;6,9345;6,86;6,96;
28-ago-14;6,8993;6,9691;6,9305;6,86;6,96;
29-ago-14;6,8743;6,9699;6,9388;6,86;6,96;
30-ago-14;6,8561;6,9699;6,9339;6,86;6,96;
31-ago-14;6,8505;6,9696;6,8876;6,86;6,96;
1-sep-14;6,8676;6,9693;6,9395;6,86;6,96;
2-sep-14;6,8805;6,9695;6,9372;6,86;6,96;
3-sep-14;6,8981;6,9696;6,9127;6,86;6,96;
4-sep-14;6,8686;6,9694;6,9386;6,86;6,96;
5-sep-14;6,8690;6,9699;6,9415;6,86;6,96;
6-sep-14;6,8573;6,9699;6,9330;6,86;6,96;
7-sep-14;6,8507;6,9669;6,8972;6,86;6,96;
8-sep-14;6,8738;6,9695;6,9299;6,86;6,96;
9-sep-14;6,8801;6,9689;6,9294;6,86;6,96;
10-sep-14;6,8860;6,9688;6,9315;6,86;6,96;
11-sep-14;6,8753;6,9689;6,9338;6,86;6,96;
12-sep-14;6,8731;6,9650;6,9354;6,86;6,96;
13-sep-14;6,8557;6,9698;6,9277;6,86;6,96;
14-sep-14;6,8512;6,9700;6,8888;6,86;6,96;
15-sep-14;6,9222;6,9698;6,9320;6,86;6,96;
16-sep-14;6,8852;6,9686;6,9320;6,86;6,96;
17-sep-14;6,8832;6,9695;6,9339;6,86;6,96;
18-sep-14;6,8699;6,9665;6,9380;6,86;6,96;
19-sep-14;6,9029;6,9669;6,9242;6,86;6,96;
20-sep-14;6,8601;6,9699;6,9311;6,86;6,96;
21-sep-14;6,8514;6,9686;6,8876;6,86;6,96;
22-sep-14;6,8719;6,9697;6,9342;6,86;6,96;
23-sep-14;6,8726;6,9690;6,9360;6,86;6,96;
24-sep-14;6,8777;6,9688;6,9251;6,86;6,96;
25-sep-14;6,8832;6,9689;6,9440;6,86;6,96;
26-sep-14;6,9045;6,9665;6,9444;6,86;6,96;
27-sep-14;6,8522;6,9699;6,9334;6,86;6,96;
28-sep-14;6,8509;6,9695;6,8811;6,86;6,96;
29-sep-14;6,8887;6,9644;6,9334;6,86;6,96;
30-sep-14;6,8837;6,9689;6,9426;6,86;6,96;
1-oct-14;6,8881;6,9696;6,9321;6,86;6,96;
2-oct-14;6,8801;6,9692;6,9348;6,86;6,96;
3-oct-14;6,8787;6,9696;6,9322;6,86;6,96;
4-oct-14;6,8513;6,9699;6,9182;6,86;6,96;
5-oct-14;6,8502;6,9660;6,8814;6,86;6,96;
6-oct-14;6,8691;6,9693;6,9381;6,86;6,96;
7-oct-14;6,8804;6,9698;6,9291;6,86;6,96;
8-oct-14;6,8772;6,9697;6,9425;6,86;6,96;
9-oct-14;6,8796;6,9690;6,9272;6,86;6,96;
10-oct-14;6,8813;6,9697;6,9346;6,86;6,96;
11-oct-14;6,8549;6,9699;6,9282;6,86;6,96;
12-oct-14;6,8500;6,9699;6,9377;6,86;6,96;
13-oct-14;6,8813;6,9665;6,9361;6,86;6,96;
14-oct-14;6,8890;6,9691;6,9345;6,86;6,96;
15-oct-14;6,8836;6,9680;6,9337;6,86;6,96;
16-oct-14;6,9026;6,9695;6,9299;6,86;6,96;
17-oct-14;6,9042;6,9686;6,9338;6,86;6,96;
18-oct-14;6,8533;6,9699;6,9385;6,86;6,96;
19-oct-14;6,8505;6,9690;6,8927;6,86;6,96;
20-oct-14;6,8778;6,9693;6,9176;6,86;6,96;
21-oct-14;6,9069;6,9697;6,9334;6,86;6,96;
22-oct-14;6,8971;6,9692;6,9330;6,86;6,96;
23-oct-14;6,8737;6,9691;6,9369;6,86;6,96;
24-oct-14;6,9006;6,9681;6,9438;6,86;6,96;
25-oct-14;6,8523;6,9698;6,9210;6,86;6,96;
26-oct-14;6,8507;6,9686;6,8843;6,86;6,96;
27-oct-14;6,8803;6,9685;6,9395;6,86;6,96;
28-oct-14;6,9127;6,9695;6,9418;6,86;6,96;
29-oct-14;6,9027;6,9696;6,9353;6,86;6,96;
30-oct-14;6,9025;6,9695;6,9384;6,86;6,96;
31-oct-14;6,8752;6,9698;6,9291;6,86;6,96;
1-nov-14;6,8547;6,9699;6,9335;6,86;6,96;
2-nov-14;6,8501;6,9645;6,8768;6,86;6,96;
3-nov-14;6,8500;6,9692;6,9043;6,86;6,96;
4-nov-14;6,9031;6,9695;6,9382;6,86;6,96;
5-nov-14;6,8814;6,9690;6,9418;6,86;6,96;
6-nov-14;6,8908;6,9697;6,9337;6,86;6,96;
7-nov-14;6,9048;6,9695;6,9496;6,86;6,96;
8-nov-14;6,8550;6,9699;6,9343;6,86;6,96;
9-nov-14;6,8509;6,9698;6,8927;6,86;6,96;
10-nov-14;6,9185;6,9694;6,9404;6,86;6,96;
11-nov-14;6,8830;6,9694;6,9402;6,86;6,96;
12-nov-14;6,9035;6,9698;6,9312;6,86;6,96;
13-nov-14;6,9100;6,9693;6,9352;6,86;6,96;
14-nov-14;6,9251;6,9693;6,9404;6,86;6,96;
15-nov-14;6,8583;6,9699;6,9333;6,86;6,96;
16-nov-14;6,8514;6,9693;6,8944;6,86;6,96;
17-nov-14;6,8874;6,9698;6,9369;6,86;6,96;
18-nov-14;6,9227;6,9634;6,9420;6,86;6,96;
19-nov-14;6,8977;6,9692;6,9335;6,86;6,96;
20-nov-14;6,8831;6,9696;6,9325;6,86;6,96;
21-nov-14;6,9088;6,9693;6,9324;6,86;6,96;
22-nov-14;6,8537;6,9699;6,9277;6,86;6,96;
23-nov-14;6,8506;6,9680;6,8853;6,86;6,96;
24-nov-14;6,8868;6,9698;6,9397;6,86;6,96;
25-nov-14;6,9017;6,9697;6,9400;6,86;6,96;
26-nov-14;6,9055;6,9694;6,9376;6,86;6,96;
27-nov-14;6,8800;6,9692;6,9345;6,86;6,96;
28-nov-14;6,8650;6,9696;6,9370;6,86;6,96;
29-nov-14;6,8537;6,9699;6,9287;6,86;6,96;
30-nov-14;6,8504;6,9695;6,8953;6,86;6,96;
1-dic-14;6,8980;6,9696;6,9430;6,86;6,96;
2-dic-14;6,8856;6,9696;6,9353;6,86;6,96;
3-dic-14;6,9346;6,9698;6,9462;6,86;6,96;
4-dic-14;6,9095;6,9697;6,9396;6,86;6,96;
5-dic-14;6,8953;6,9697;6,9389;6,86;6,96;
6-dic-14;6,8542;6,9697;6,9346;6,86;6,96;
7-dic-14;6,8508;6,9685;6,8886;6,86;6,96;
8-dic-14;6,8948;6,9699;6,9397;6,86;6,96;
9-dic-14;6,9063;6,9685;6,9391;6,86;6,96;
